Student_ID,Age,Gender,Department,Year,Hours_Studied,Attendance,Previous_Marks,Assignment_Score,Internal_Marks,Quiz_Score,Practical_Score,Study_Hours_Per_Day,Sleep_Hours,Class_Participation,Internet_Usage,Final_Marks,Passed
S1138,20,Female,CSE,3,5.2,79.8,70.3,60.1,56.1,63.0,63.7,5.1,7.5,High,4.6,49.6,1
S0355,18,Female,ECE,4,5.1,75.4,43.3,45.0,40.3,41.6,64.1,1.0,7.1,Medium,2.7,27.2,0
S0417,19,Male,IT,2,13.8,100.0,90.4,78.8,97.5,88.6,78.9,4.1,6.3,High,4.2,81.1,1
S1246,21,Male,ECE,1,5.0,40.9,57.0,55.6,58.3,56.8,49.2,1.1,7.2,Low,5.7,38.5,0
S0931,19,Female,IT,2,6.3,77.4,66.8,58.3,59.5,58.8,64.0,2.3,6.0,High,3.5,54.5,1
S0197,22,Male,CSE,1,4.2,87.4,46.1,70.3,73.6,62.0,66.0,2.9,5.7,Low,4.8,36.0,0
S0580,19,Female,ME,3,0.5,62.0,59.1,59.9,53.9,65.8,70.1,3.5,9.7,Low,3.4,46.8,1
S1135,21,Male,AIML,2,0.5,60.3,54.0,86.1,77.7,46.5,62.5,1.3,8.1,Low,5.4,44.5,1
S1814,18,Female,IT,2,5.4,79.4,62.0,68.7,60.3,55.2,68.6,4.0,6.5,Low,4.4,44.4,1
S1935,21,Male,IT,1,7.9,100.0,85.3,62.5,72.8,73.5,79.0,3.5,7.4,High,5.5,44.1,1
S0434,18,Male,AIML,2,5.6,36.1,63.9,72.2,63.2,65.4,70.7,0.9,7.5,Medium,2.8,44.4,1
S0101,18,Female,ME,2,3.4,83.2,63.9,70.1,48.5,77.6,72.2,2.9,8.9,High,2.3,40.1,1
S1655,18,Male,CSE,3,1.1,89.5,66.0,78.8,53.3,67.0,73.6,1.6,9.0,High,5.9,43.9,1
S0395,20,Female,AIML,4,10.8,72.1,97.1,77.8,71.8,51.9,66.4,3.8,7.7,Medium,3.4,61.3,1
S1939,20,Male,CSE,2,4.1,60.4,80.9,70.4,51.6,56.9,59.1,5.1,8.3,Medium,1.3,53.3,1
S0221,21,Female,IT,4,1.5,43.0,53.8,64.9,50.3,65.0,77.4,2.3,7.3,High,5.2,35.9,0
S1676,20,Male,CSE,3,7.4,62.3,64.3,63.4,62.7,65.8,85.2,3.2,4.8,Medium,1.4,61.8,1
S1498,20,Female,Civil,4,0.5,30.6,28.5,37.3,43.5,38.3,49.6,1.9,6.0,Low,4.0,41.6,1
S1785,21,Female,CSE,4,3.5,58.5,28.5,48.6,32.6,28.0,47.5,0.3,8.3,Low,3.1,33.1,0
S0345,20,Female,ECE,2,9.1,100.0,50.4,85.5,69.1,71.0,58.2,4.2,5.8,Medium,4.0,70.3,1
S1028,22,Female,CSE,4,4.8,60.4,62.3,78.1,54.5,45.2,73.3,2.7,5.8,Low,3.3,47.2,1
S0889,18,Female,CSE,1,3.0,71.8,56.6,72.3,72.8,61.3,80.8,1.2,5.6,Medium,4.6,34.2,0
S1351,22,Male,EEE,2,8.0,74.7,63.9,76.9,67.6,62.1,72.5,2.9,7.1,Medium,3.9,52.5,1
S0553,21,Female,CSE,3,1.9,61.7,61.9,70.4,59.1,58.6,75.4,2.9,6.9,Medium,6.0,36.6,0
S0744,20,Male,AIML,4,7.3,72.1,42.4,50.1,55.9,61.2,68.0,1.6,6.7,Low,3.7,52.1,1
S1542,18,Female,ME,1,3.9,60.4,46.6,74.0,42.5,54.4,46.6,7.4,8.7,Low,3.9,41.1,1
S0539,20,Female,CSE,2,1.2,47.7,48.4,65.8,54.0,55.9,45.2,1.5,7.1,Low,3.5,38.6,0
S0907,22,Female,AIML,1,2.1,63.1,48.7,42.0,46.6,54.5,52.1,4.2,6.5,Medium,6.3,33.8,0
S1395,20,Female,EEE,2,9.1,76.2,77.5,69.2,68.9,92.3,66.9,3.4,6.0,Medium,6.0,58.1,1
S0116,23,Male,IT,3,8.8,92.5,83.0,81.8,86.0,85.8,86.1,5.5,5.5,Medium,3.3,62.6,1
S0830,20,Male,ECE,2,7.4,74.9,78.7,80.8,46.3,57.6,67.2,0.6,7.1,Medium,2.0,52.2,1
S1938,22,Male,CSE,3,2.6,55.3,58.0,50.8,58.2,37.4,75.3,1.3,7.2,Medium,5.5,36.9,0
S0809,20,Male,CSE,2,5.6,49.2,66.9,49.5,52.4,51.6,64.8,3.4,8.2,Low,2.0,42.7,1
S1311,18,Female,IT,4,0.5,68.5,48.0,63.1,55.9,47.9,52.8,2.9,7.5,Low,2.8,50.5,1
S1005,22,Female,Civil,2,6.0,81.0,83.8,72.8,77.4,90.5,77.8,3.6,6.8,High,5.8,62.7,1
S0306,24,Male,CSE,2,7.2,72.8,81.2,73.8,56.3,60.4,57.8,1.4,6.9,Medium,3.6,49.2,1
S1101,18,Male,ECE,1,4.4,72.1,47.3,77.7,55.7,61.2,70.8,0.5,6.7,Medium,3.1,36.6,0
S0480,21,Female,ECE,1,1.4,50.9,71.7,67.5,60.4,55.8,68.7,1.7,6.9,High,1.1,36.5,0
S1424,19,Male,IT,2,3.2,45.8,41.7,65.0,35.1,31.6,56.8,0.3,6.9,Low,3.9,33.1,0
S1076,20,Female,ECE,1,5.0,92.0,81.9,60.5,70.6,65.4,86.2,4.5,7.4,High,2.9,50.3,1
S0571,20,Male,ECE,3,2.1,64.8,29.5,65.8,47.3,50.8,58.9,0.8,5.3,Low,3.1,35.3,0
S0619,22,Female,IT,2,2.6,96.2,81.5,79.7,66.9,72.3,60.0,2.4,6.4,High,2.2,54.2,1
S1898,19,Female,IT,2,4.5,73.2,66.8,53.0,60.3,51.9,61.8,2.6,4.2,Medium,4.1,42.4,1
S1266,18,Male,ECE,1,0.5,54.1,51.7,46.9,49.7,29.4,53.8,2.7,7.6,Low,3.4,30.9,0
S0079,20,Female,EEE,3,9.5,100.0,90.7,81.8,87.2,74.5,90.2,4.6,7.8,High,2.2,66.0,1
S1912,23,Male,AIML,2,2.1,76.3,49.3,58.6,49.9,34.9,42.4,3.5,5.7,Low,3.2,38.0,0
S0033,18,Male,CSE,4,0.5,73.2,70.8,71.3,60.3,65.5,69.0,1.0,6.4,Medium,2.8,41.6,1
S1538,21,Male,Civil,2,5.1,69.0,47.3,60.0,38.8,67.9,55.3,1.1,6.3,High,4.4,32.9,0
S1034,19,Male,ME,3,8.7,62.9,65.2,70.4,58.4,50.5,64.3,1.2,7.1,Medium,4.5,43.3,1
S1563,22,Male,IT,1,5.4,64.2,58.1,49.0,70.3,58.2,60.6,1.5,7.2,High,3.9,40.1,1
S0352,22,Female,ME,2,6.6,54.4,66.2,55.6,74.0,67.7,67.2,0.9,7.3,High,1.9,33.6,0
S0164,21,Female,IT,2,6.0,72.5,70.1,68.1,70.4,60.8,78.5,2.1,6.8,Medium,3.3,56.6,1
S0204,23,Male,AIML,3,7.1,78.8,56.9,74.5,48.6,58.2,77.0,1.6,8.5,Medium,4.5,46.6,1
S1054,22,Male,CSE,2,6.5,100.0,78.6,61.5,75.7,78.0,100.0,2.8,4.9,High,0.8,68.6,1
S1365,22,Female,ECE,2,6.7,70.6,48.6,64.9,66.8,54.3,61.0,1.9,6.8,Low,5.6,51.3,1
S1967,19,Male,Civil,2,3.9,51.5,51.9,34.7,49.4,29.5,65.3,1.0,8.1,Low,3.7,30.6,0
S0496,20,Male,ME,1,7.0,84.6,91.5,80.1,78.1,85.6,71.8,4.2,7.2,High,3.7,51.6,1
S1625,19,Male,CSE,2,0.5,92.8,43.7,54.5,48.1,54.4,51.2,0.3,6.9,Low,4.8,40.1,1
S1966,21,Female,Civil,1,4.4,67.4,48.0,61.0,44.2,38.6,58.5,2.4,5.4,Low,1.5,34.7,0
S1963,22,Male,IT,1,0.5,30.0,41.1,35.2,30.1,22.2,50.7,0.3,7.0,Low,6.9,31.2,0
S0611,18,Female,IT,4,7.5,45.1,52.1,44.6,54.2,48.7,68.9,5.4,6.8,Low,4.8,47.0,1
S0433,21,Female,ECE,4,5.3,66.6,56.9,77.3,61.4,80.3,72.4,3.1,7.6,Medium,3.0,48.6,1
S1492,20,Female,EEE,2,4.2,66.8,48.5,65.8,59.6,42.9,55.6,2.5,5.9,Medium,4.1,43.3,1
S0219,21,Female,ME,2,4.0,62.5,56.4,62.6,56.0,48.5,56.4,2.5,5.5,Low,5.1,44.3,1
S1931,21,Female,CSE,4,0.5,36.3,28.4,30.4,35.0,31.7,49.3,1.1,6.9,Low,6.0,26.3,0
S1466,18,Female,ECE,2,0.5,37.8,41.2,45.9,65.2,33.9,39.5,0.3,7.3,Low,3.7,24.8,0
S0631,21,Female,CSE,2,7.8,59.8,66.4,57.9,60.2,33.0,79.3,2.5,8.4,Medium,3.3,35.4,0
S1382,20,Male,ECE,1,10.7,91.5,76.1,70.2,94.5,66.4,78.0,7.1,9.4,High,3.2,63.6,1
S1302,23,Female,CSE,2,6.1,63.1,48.5,55.4,49.7,45.6,61.4,3.1,8.4,Medium,3.3,48.1,1
S0060,20,Female,AIML,4,9.9,76.0,79.9,74.0,73.3,65.1,72.9,3.9,6.2,High,3.4,64.1,1
S0299,21,Male,IT,3,4.8,72.0,42.8,65.8,49.4,29.0,58.5,2.4,6.8,Low,4.4,35.3,0
S1711,19,Male,CSE,1,1.4,62.2,49.7,80.3,57.5,49.9,69.1,0.6,8.4,Medium,2.0,25.4,0
S0074,22,Female,ME,2,7.6,92.7,75.4,77.1,58.0,75.4,84.8,4.6,7.2,High,3.2,63.1,1
S0163,21,Male,ECE,1,2.5,54.0,56.2,43.8,63.7,27.0,74.1,3.1,7.3,Medium,3.9,40.1,1
S1275,20,Female,ECE,2,3.8,39.2,25.0,35.5,51.0,17.2,42.3,0.3,6.9,Low,6.4,18.0,0
S1594,18,Female,AIML,4,4.9,62.2,48.9,59.1,47.9,44.6,61.2,0.9,6.9,Medium,5.4,44.4,1
S1434,21,Male,CSE,1,2.8,50.5,40.0,51.9,32.9,29.3,47.5,2.2,8.6,Low,5.8,26.4,0
S1613,21,Male,Civil,4,4.2,53.6,64.5,55.6,65.2,49.1,58.3,2.1,6.3,Low,5.1,47.9,1
S0592,21,Female,CSE,2,4.0,84.2,59.2,62.5,88.4,59.0,69.3,0.8,7.2,High,4.5,44.3,1
S0317,20,Male,EEE,3,2.3,71.4,50.5,50.0,34.0,21.0,45.1,2.2,6.6,Low,6.2,42.1,1
S0046,21,Female,IT,3,7.7,100.0,82.4,84.6,93.8,67.6,78.4,1.5,6.8,High,3.3,74.7,1
S1720,19,Male,CSE,4,1.2,72.1,61.1,79.3,59.6,64.4,56.2,4.7,8.2,High,5.0,46.7,1
S1832,21,Female,ECE,2,6.6,98.8,84.4,98.2,79.7,70.2,87.1,1.9,6.2,High,5.4,60.2,1
S0428,23,Female,CSE,3,10.1,79.0,84.1,77.3,68.8,96.6,72.6,5.0,7.7,High,1.5,62.0,1
S0582,25,Female,IT,4,4.8,72.9,57.1,63.3,49.9,54.5,65.0,2.5,5.6,Low,3.9,40.4,1
S0077,22,Male,IT,2,8.1,80.6,82.1,64.8,76.6,88.6,73.8,3.7,4.9,Medium,3.5,56.2,1
S1917,23,Female,AIML,3,6.2,70.0,70.8,61.7,61.0,57.7,65.9,1.0,7.3,Medium,3.6,50.3,1
S1415,21,Female,CSE,2,5.5,68.3,56.0,68.5,53.4,49.3,71.4,2.4,9.7,Low,6.3,50.2,1
S0781,21,Male,CSE,2,1.7,69.7,51.6,51.8,59.4,67.3,46.3,1.4,5.8,Medium,3.2,44.4,1
S1920,20,Female,ECE,2,9.4,81.4,73.8,86.1,72.5,74.9,68.0,3.3,5.8,Medium,4.9,55.3,1
S1174,19,Male,CSE,3,10.0,100.0,85.8,100.0,82.7,93.2,90.6,4.1,7.0,Medium,0.5,70.5,1
S1320,18,Female,ECE,4,4.4,83.2,51.9,62.3,76.3,67.3,66.1,0.8,6.4,High,2.6,44.7,1
S0938,23,Female,ECE,3,3.0,61.7,39.1,71.0,56.2,47.7,72.8,4.4,9.0,Low,4.7,33.5,0
S0031,21,Male,ME,3,5.0,91.3,58.6,45.2,51.4,46.0,51.3,0.3,7.2,Medium,1.9,36.7,0
S1092,21,Female,CSE,4,1.4,36.8,58.2,55.6,76.4,50.4,63.7,1.4,5.3,High,3.9,35.7,0
S1616,21,Male,Civil,2,0.5,77.4,52.2,62.3,51.8,51.8,74.6,1.7,7.0,Medium,5.0,41.3,1
S1230,20,Male,ME,2,8.5,84.6,82.1,81.1,55.8,62.9,68.5,4.4,8.0,Medium,3.5,54.8,1
S0975,18,Male,CSE,3,1.5,83.9,45.5,59.6,66.2,55.3,54.0,0.3,6.0,Low,1.9,28.8,0
S1085,23,Female,CSE,3,3.6,79.3,51.7,64.8,66.3,61.2,57.5,0.3,7.5,Low,1.8,42.9,1
S0515,18,Female,ECE,2,0.5,49.7,35.0,36.7,56.5,51.1,49.8,0.3,7.4,Low,5.6,33.2,0
S1551,24,Female,IT,4,9.4,92.3,73.9,68.2,37.9,64.6,75.8,1.3,6.2,Medium,3.4,44.0,1
S1568,18,Female,EEE,1,8.2,72.1,69.6,76.7,66.6,70.9,75.0,3.8,7.6,High,3.0,58.6,1
S1811,21,Female,CSE,1,0.5,45.0,34.1,48.3,40.6,41.9,52.3,1.7,8.2,Low,3.7,31.8,0
S1574,22,Female,ME,3,3.3,47.9,58.2,53.8,74.3,76.2,82.6,0.3,6.7,Medium,4.4,49.8,1
S0045,19,Female,IT,3,4.3,78.4,54.0,60.8,47.5,42.6,67.6,0.9,5.9,Low,0.7,52.1,1
S1687,23,Female,ECE,3,3.2,100.0,58.4,63.1,85.9,84.6,77.6,3.0,5.7,Low,5.2,54.1,1
S0169,18,Female,IT,1,8.6,79.3,62.8,83.4,55.4,74.7,46.3,3.5,6.4,Medium,2.4,52.2,1
S0304,21,Male,ECE,4,1.6,30.0,51.1,41.6,43.2,36.8,50.2,2.9,6.9,Low,4.5,43.4,1
S0991,22,Male,AIML,4,4.7,79.8,40.8,62.8,56.1,55.8,65.7,1.0,6.9,Medium,6.1,41.7,1
S0556,20,Female,ECE,3,4.7,51.4,60.4,67.7,66.4,46.1,65.5,1.8,7.1,Low,2.9,43.2,1
S1925,22,Female,CSE,4,8.3,49.2,51.4,53.7,53.0,59.4,54.0,4.1,8.0,Medium,4.3,42.1,1
S0608,20,Male,CSE,3,2.8,52.3,57.6,83.6,62.7,54.9,66.6,0.3,4.7,Medium,4.2,32.0,0
S1619,21,Female,ECE,4,10.2,97.0,70.8,64.0,61.0,81.5,92.0,4.0,6.9,High,2.8,63.2,1
S0758,21,Female,EEE,3,7.5,90.8,82.3,66.3,66.3,57.5,68.1,2.0,6.7,Medium,5.0,52.2,1
S0439,21,Female,AIML,1,0.5,64.1,34.0,47.9,33.5,21.9,47.4,0.9,7.1,Low,1.5,33.3,0
S0583,20,Male,EEE,3,5.6,85.4,81.0,69.8,48.5,38.7,67.5,3.3,6.4,Medium,3.4,65.1,1
S1519,19,Male,CSE,4,7.0,72.1,73.4,70.6,62.3,74.6,79.1,2.8,6.3,Low,0.9,46.2,1
S0528,19,Female,AIML,4,1.0,59.0,46.1,61.8,61.8,46.4,79.1,0.7,7.0,Low,3.0,38.2,0
S0343,19,Male,Civil,3,3.2,50.0,52.6,69.6,49.4,61.1,66.3,1.2,5.2,Low,5.0,50.8,1
S1737,20,Female,ME,4,6.7,93.5,67.5,73.8,74.0,65.9,67.2,1.3,10.0,Medium,3.6,65.8,1
S0368,23,Female,ECE,1,2.4,72.6,79.3,72.6,66.8,57.2,63.9,2.0,5.6,High,2.0,49.4,1
S0186,21,Female,ME,4,4.8,67.6,35.8,48.2,56.9,36.0,56.8,2.5,7.4,Low,5.0,43.0,1
S1117,18,Female,ECE,4,5.2,67.8,63.7,47.7,67.4,77.5,64.6,1.9,8.4,Medium,4.2,49.9,1
S1755,24,Male,AIML,1,8.8,55.1,62.0,63.3,72.0,56.7,68.2,2.4,5.3,High,3.6,52.2,1
S1426,24,Female,ECE,2,1.9,70.2,29.6,53.7,50.7,48.7,52.7,0.3,7.1,Low,3.5,35.0,0
S0301,18,Female,CSE,4,6.1,71.8,98.0,71.9,69.8,77.8,59.5,3.8,7.2,Medium,7.3,51.3,1
S1904,18,Male,IT,4,3.0,76.5,68.0,47.6,67.7,51.0,66.9,1.0,8.4,High,5.0,51.4,1
S0833,19,Male,ME,2,3.5,69.7,44.2,61.5,50.9,56.0,62.0,2.3,8.5,Low,1.9,39.5,0
S0544,21,Female,IT,1,5.9,74.6,62.0,74.3,71.3,74.8,70.3,1.6,6.6,Medium,1.4,42.3,1
S1601,19,Male,IT,3,5.6,47.2,58.0,60.9,51.6,82.5,79.5,4.1,6.1,High,5.6,42.3,1
S0351,20,Female,EEE,1,6.8,58.0,58.3,58.8,49.7,50.1,57.1,0.3,6.1,Low,0.5,40.7,1
S1933,21,Female,CSE,3,8.7,82.6,63.3,76.2,71.2,74.3,72.3,2.1,8.3,Medium,3.4,55.8,1
S1511,22,Male,CSE,4,5.9,70.2,68.5,64.0,72.6,64.9,74.3,1.8,7.7,High,3.2,49.1,1
S0979,20,Female,CSE,4,1.9,90.5,63.2,59.0,67.9,55.9,40.0,1.7,6.7,Low,2.7,35.7,0
S0176,19,Female,AIML,2,1.6,76.1,37.2,54.3,59.0,56.1,44.4,0.3,5.4,Medium,4.1,36.2,0
S0483,20,Female,ECE,3,5.5,100.0,61.1,68.3,69.0,79.4,88.8,3.8,6.9,High,3.8,60.0,1
S1413,19,Male,EEE,1,7.1,95.2,84.0,78.5,86.0,71.6,62.5,5.0,6.5,Medium,4.3,61.6,1
S1611,23,Female,CSE,2,8.4,67.7,53.8,61.3,74.1,70.7,62.3,0.8,8.1,Medium,4.0,45.6,1
S0124,18,Male,Civil,4,4.5,84.7,69.3,81.9,70.5,91.9,69.6,5.4,6.8,High,1.4,48.2,1
S0600,18,Male,IT,3,4.7,65.7,65.6,64.6,67.9,57.7,75.4,2.7,4.5,Low,5.7,46.0,1
S1795,18,Male,ECE,3,9.3,100.0,84.1,85.3,68.0,82.6,83.2,3.7,6.8,High,0.5,64.6,1
S1746,20,Male,ME,3,3.0,67.8,55.7,48.7,48.9,62.5,65.3,0.3,7.9,Low,2.1,37.7,0
S1379,20,Male,EEE,3,1.8,65.5,66.3,77.1,78.8,47.6,87.0,2.0,7.4,Medium,6.6,50.4,1
S1186,23,Male,AIML,4,6.0,63.2,79.8,80.5,69.4,65.0,77.2,6.4,9.6,Low,2.5,54.9,1
S0486,23,Female,EEE,2,0.5,57.4,45.6,64.0,66.5,40.9,60.6,0.4,7.0,Low,6.6,33.8,0
S0332,22,Male,CSE,3,0.6,43.0,63.4,51.1,53.8,57.9,56.9,0.7,7.4,Low,5.0,46.4,1
S0789,20,Female,ECE,4,2.5,72.7,63.1,41.4,45.8,42.0,57.5,0.7,5.8,Low,4.0,43.6,1
S0195,20,Male,ME,3,9.5,64.6,80.8,83.5,82.8,85.4,65.5,2.7,7.3,High,0.8,39.5,0
S0638,19,Female,ME,3,5.0,65.0,44.7,47.3,57.2,60.2,32.8,0.6,7.5,Low,4.1,43.3,1
S0472,24,Female,AIML,4,3.8,75.5,53.7,38.0,45.9,32.5,55.1,0.3,6.3,Low,4.3,35.1,0
S1714,20,Female,AIML,2,7.9,81.4,80.9,78.2,78.1,77.8,92.6,4.1,7.3,High,4.2,57.2,1
S0323,21,Female,ME,3,0.5,79.7,63.7,66.0,55.0,50.7,52.2,0.3,8.5,Medium,1.0,45.3,1
S1197,24,Female,EEE,1,0.5,35.6,27.5,34.8,41.6,36.4,43.7,0.4,7.8,Low,6.4,29.1,0
S0267,21,Female,ME,4,1.1,68.4,69.9,74.7,67.6,49.2,67.2,1.8,4.8,High,4.6,47.5,1
S1544,19,Male,Civil,4,7.4,88.2,79.9,91.9,74.8,88.4,82.9,5.1,5.3,High,2.1,70.2,1
S1804,19,Female,EEE,2,5.7,33.1,32.3,54.2,37.5,19.4,53.5,2.7,8.8,Low,5.4,36.5,0
S0068,22,Male,AIML,2,5.5,89.8,59.6,61.1,63.3,68.1,64.2,0.4,7.1,Medium,0.8,48.1,1
S1738,19,Female,IT,1,11.5,85.1,98.0,88.9,75.1,84.0,79.8,4.9,6.8,High,3.1,68.3,1
S1593,19,Female,CSE,3,1.3,43.7,36.6,20.0,53.4,20.0,46.3,0.3,8.2,Low,4.0,27.8,0
S1564,19,Male,IT,3,6.1,45.1,49.5,52.7,59.3,72.9,63.1,0.3,7.4,Low,3.4,48.4,1
S0481,21,Male,CSE,3,5.9,63.1,74.4,80.0,73.7,57.2,78.8,2.3,6.9,Medium,5.6,55.2,1
S1757,24,Male,ME,1,10.6,74.0,69.7,79.7,77.2,59.4,72.3,2.3,7.1,Low,2.8,59.1,1
S1913,25,Male,EEE,3,5.4,81.8,39.2,28.2,76.5,60.2,62.2,0.3,8.9,Low,5.9,40.9,1
S1441,24,Male,ECE,3,1.5,63.0,41.7,49.5,48.2,70.2,58.4,2.3,7.7,Low,3.5,36.8,0
S1461,20,Male,EEE,2,1.4,37.1,51.4,60.6,66.7,33.2,52.6,2.8,9.4,Medium,5.1,43.7,1
S0888,19,Male,ME,2,0.5,30.0,51.2,50.1,59.5,30.4,74.7,0.3,7.5,Medium,4.5,39.9,0
S0423,18,Female,ME,1,5.3,72.1,55.3,66.2,63.9,47.0,58.4,1.3,6.9,Medium,5.4,42.4,1
S1675,22,Female,AIML,2,4.6,62.8,65.2,73.3,46.4,44.9,58.8,2.1,8.5,Medium,6.7,41.5,1
S1450,21,Male,CSE,1,5.4,95.0,68.4,68.1,65.5,60.8,60.3,2.9,6.7,Medium,0.9,57.0,1
S0765,18,Male,ECE,4,9.9,63.5,49.9,62.5,51.4,75.0,66.1,2.7,8.4,High,1.6,49.2,1
S0520,19,Female,CSE,1,7.4,93.2,98.0,78.9,79.2,84.6,88.3,5.9,5.8,High,3.6,59.7,1
S1432,20,Female,CSE,2,1.5,69.5,51.8,78.5,58.7,66.1,68.5,2.3,6.7,Medium,2.6,49.6,1
S0614,18,Female,CSE,1,2.6,56.3,50.2,46.1,46.1,34.5,65.7,0.3,6.4,Low,5.5,32.9,0
S1531,20,Male,ECE,1,6.4,85.3,67.2,72.8,87.0,52.3,73.1,2.7,7.0,Medium,1.4,52.5,1
S1783,20,Male,ME,4,0.5,44.0,49.4,52.6,64.1,39.6,59.3,0.3,5.9,Medium,3.6,26.9,0
S1659,20,Female,AIML,2,1.6,64.7,45.2,70.1,56.0,51.3,64.0,0.3,6.6,Medium,5.5,33.0,0
S0454,23,Male,EEE,2,0.5,43.3,43.4,27.8,25.0,37.1,33.5,0.3,8.7,Low,5.4,21.3,0
S0731,19,Female,CSE,2,6.4,56.3,73.9,65.8,63.8,76.9,64.4,3.6,7.6,High,4.4,49.5,1
S0535,22,Female,ECE,1,4.5,72.1,70.2,82.1,57.3,72.2,83.5,3.7,6.8,High,1.6,49.7,1
S0966,20,Female,CSE,1,6.9,83.5,46.7,68.8,54.7,69.9,75.3,4.2,6.9,High,2.6,43.8,1
S1285,20,Male,ECE,1,0.8,51.7,53.2,45.8,42.0,51.8,59.5,0.7,9.0,Low,4.2,29.7,0
S1740,20,Female,ECE,1,2.9,68.5,58.7,42.1,61.3,67.2,73.7,3.4,6.8,Medium,3.7,38.3,0
S0262,25,Female,Civil,4,8.1,87.7,84.0,77.9,83.5,79.7,80.1,3.7,7.3,Medium,3.0,61.6,1
S0536,23,Female,ECE,1,0.5,41.8,27.8,38.3,58.2,28.1,65.0,0.3,5.8,Low,3.2,32.9,0
S0969,21,Female,AIML,3,0.5,75.7,54.1,33.9,33.1,48.3,47.6,0.3,7.1,Low,3.1,28.7,0
S0241,23,Female,ME,4,0.5,51.9,34.1,47.1,39.4,42.8,38.7,0.3,6.6,Low,3.7,24.8,0
S0820,20,Male,CSE,3,0.5,62.6,39.3,50.5,51.0,37.2,53.1,1.5,7.2,Medium,4.9,39.5,0
S0693,20,Male,IT,3,6.4,47.4,54.6,52.8,54.1,45.2,75.9,1.2,7.7,Low,1.8,36.6,0
S0421,22,Male,CSE,4,3.2,76.3,69.8,66.5,62.1,72.8,79.1,3.3,8.3,Medium,3.5,42.4,1
S1086,20,Female,ECE,1,9.7,85.6,82.8,79.6,67.7,79.5,61.3,3.7,6.8,Low,2.0,69.3,1
S1999,18,Male,ECE,4,8.6,92.4,98.0,87.1,83.1,62.8,75.1,3.8,7.2,High,3.0,64.5,1
S0366,20,Male,ME,3,3.5,81.3,54.0,63.1,67.9,69.5,70.6,4.8,5.3,Medium,3.7,48.4,1
S1023,23,Female,AIML,4,7.4,83.7,56.2,85.1,87.2,59.5,62.3,2.3,6.9,High,2.9,57.9,1
S1241,22,Male,AIML,4,5.1,85.1,80.4,92.2,80.4,60.1,70.2,3.4,6.4,Medium,3.0,50.8,1
S0589,19,Male,ME,1,9.7,85.2,73.4,81.5,74.7,63.7,87.6,2.7,5.8,High,3.3,72.2,1
S0737,20,Female,ECE,4,1.1,46.7,40.3,27.2,39.4,27.2,37.1,0.3,8.5,Low,3.7,30.9,0
S1762,22,Female,AIML,1,5.3,86.8,92.0,86.0,80.0,82.7,88.6,1.0,7.4,High,4.3,57.6,1
S0942,21,Female,IT,4,0.5,67.2,44.7,73.4,62.2,49.0,64.6,2.3,8.2,Low,2.3,43.6,1
S0072,19,Male,ME,2,5.5,79.9,57.6,92.1,62.2,77.8,85.2,6.3,6.6,High,2.2,51.3,1
S1408,22,Female,ECE,4,4.3,60.2,41.9,61.1,56.4,42.7,61.4,0.3,6.4,Low,4.5,45.5,1
S0260,18,Male,IT,1,7.4,96.1,86.9,77.6,68.5,70.4,81.0,1.9,6.1,High,1.4,49.9,1
S0052,22,Male,ME,4,6.1,72.1,79.5,65.8,81.5,86.8,79.9,3.9,6.9,Medium,4.6,47.9,1
S0199,23,Female,ECE,1,9.0,100.0,98.0,72.1,77.0,64.8,82.6,5.2,6.7,Low,2.5,62.6,1
S1789,18,Male,AIML,1,2.2,67.0,45.4,62.2,52.9,44.9,37.5,1.2,7.9,Medium,4.9,33.1,0
S0651,18,Male,CSE,1,6.6,65.4,35.5,47.6,41.8,34.8,60.0,1.4,8.5,Low,4.7,37.5,0
S0333,18,Female,IT,3,3.0,66.9,43.1,63.4,44.8,68.4,66.9,2.1,6.5,Medium,5.3,41.7,1
S1360,21,Female,ECE,4,6.6,66.0,67.4,53.7,72.1,63.0,67.3,1.6,7.8,Medium,4.3,51.2,1
S0594,20,Male,IT,4,6.0,69.0,74.4,67.1,56.0,26.7,72.7,2.4,7.6,Low,3.1,45.7,1
S1392,18,Female,ECE,1,3.0,64.0,58.9,58.2,63.1,35.8,65.0,2.8,7.0,Medium,3.7,37.6,0
S1801,24,Male,IT,1,6.2,64.3,37.8,65.8,72.8,60.5,52.3,3.3,8.2,Low,1.1,38.6,0
S1315,20,Male,ECE,1,6.1,69.4,74.3,69.7,68.4,68.1,77.3,2.0,6.7,Medium,4.2,55.2,1
S1112,19,Male,Civil,4,8.2,80.0,64.6,60.9,71.1,55.1,60.6,3.0,7.3,Medium,5.9,58.4,1
S1007,21,Female,EEE,3,6.0,53.0,51.3,67.2,65.3,47.6,49.8,0.3,7.0,Low,4.6,47.3,1
S1327,19,Female,CSE,1,2.1,85.3,34.3,53.4,38.4,29.7,45.3,0.3,7.1,Low,5.5,38.0,0
S0427,20,Male,CSE,4,2.4,30.0,53.1,54.5,59.7,69.3,61.4,1.5,7.4,Low,4.8,27.6,0
S1559,22,Male,IT,2,12.9,100.0,95.2,84.4,96.6,94.5,77.6,7.2,8.1,High,6.6,77.1,1
S1294,21,Female,CSE,2,2.0,75.3,50.3,43.0,47.8,67.8,69.4,3.8,7.5,Low,4.5,38.4,0
